Row ID	Order ID	Order Date	Ship Date	Ship Mode	Customer ID	Customer Name	Segment	Country/Region	City	State	Postal Code	Region	Product ID	Category	Sub-Category	Product Name	Sales	Quantity	Discount	Profit	Cost Price (NOT unit price)
2726	CA-2020-149888	11/7/2020	11/13/2020	Standard Class	EP-13915	Emily Phan	Consumer	United States	Philadelphia	Pennsylvania	19120	East	TEC-PH-10003811	Technology	Phones	Jabra Supreme Plus Driver Edition Headset	359.97	5	0.4	-71.994	431.964
2727	CA-2020-149888	11/7/2020	11/13/2020	Standard Class	EP-13915	Emily Phan	Consumer	United States	Philadelphia	Pennsylvania	19120	East	FUR-TA-10000849	Furniture	Tables	Bevis Rectangular Conference Tables	350.352	4	0.4	-140.1408	490.4928
2728	CA-2020-119193	12/22/2020	12/24/2020	First Class	SK-19990	Sally Knutson	Consumer	United States	Toledo	Ohio	43615	East	OFF-BI-10000848	Office Supplies	Binders	Angle-D Ring Binders	1.641	1	0.7	-1.3128	2.9538
2729	CA-2020-119193	12/22/2020	12/24/2020	First Class	SK-19990	Sally Knutson	Consumer	United States	Toledo	Ohio	43615	East	TEC-PH-10003072	Technology	Phones	Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System	629.958	7	0.4	94.4937	535.4643
2730	CA-2020-104801	2/13/2020	2/19/2020	Standard Class	FH-14350	Fred Harton	Consumer	United States	Seattle	Washington	98105	West	OFF-AR-10001547	Office Supplies	Art	Newell 311	6.63	3	0	1.7901	4.8399
2731	CA-2020-104801	2/13/2020	2/19/2020	Standard Class	FH-14350	Fred Harton	Consumer	United States	Seattle	Washington	98105	West	TEC-AC-10001838	Technology	Accessories	Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset	799.96	4	0	343.9828	455.9772
2732	CA-2020-104801	2/13/2020	2/19/2020	Standard Class	FH-14350	Fred Harton	Consumer	United States	Seattle	Washington	98105	West	FUR-FU-10004017	Furniture	Furnishings	"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""	107.53	1	0	21.506	86.024
2733	CA-2017-107594	7/2/2017	7/6/2017	Standard Class	EH-13945	Eric Hoffmann	Consumer	United States	Plainfield	New Jersey	7060	East	TEC-PH-10002923	Technology	Phones	"Logitech B530 USB Headset - headset - Full size, Binaural"	73.98	2	0	19.9746	54.0054
2734	CA-2017-107594	7/2/2017	7/6/2017	Standard Class	EH-13945	Eric Hoffmann	Consumer	United States	Plainfield	New Jersey	7060	East	OFF-AR-10000716	Office Supplies	Art	DIXON Ticonderoga Erasable Checking Pencils	5.58	1	0	2.1762	3.4038
2735	CA-2018-129770	2/21/2018	2/23/2018	Second Class	JE-15715	Joe Elijah	Consumer	United States	Las Cruces	New Mexico	88001	West	OFF-PA-10000249	Office Supplies	Paper	Easy-staple paper	49.12	4	0	23.0864	26.0336
2736	CA-2018-115798	11/13/2018	11/19/2018	Standard Class	KL-16645	Ken Lonsdale	Consumer	United States	Newark	Delaware	19711	East	TEC-PH-10003691	Technology	Phones	BlackBerry Q10	377.97	3	0	94.4925	283.4775
2737	CA-2018-115798	11/13/2018	11/19/2018	Standard Class	KL-16645	Ken Lonsdale	Consumer	United States	Newark	Delaware	19711	East	OFF-PA-10001560	Office Supplies	Paper	"Adams Telephone Message Books, 5 1/4” x 11”"	42.28	7	0	19.8716	22.4084
2738	CA-2018-115798	11/13/2018	11/19/2018	Standard Class	KL-16645	Ken Lonsdale	Consumer	United States	Newark	Delaware	19711	East	FUR-BO-10004467	Furniture	Bookcases	Bestar Classic Bookcase	299.97	3	0	56.9943	242.9757
2739	CA-2018-115798	11/13/2018	11/19/2018	Standard Class	KL-16645	Ken Lonsdale	Consumer	United States	Newark	Delaware	19711	East	TEC-PH-10001819	Technology	Phones	Innergie mMini Combo Duo USB Travel Charging Kit	89.98	2	0	43.1904	46.7896
2740	CA-2020-122707	4/16/2020	4/18/2020	First Class	EB-13750	Edward Becker	Corporate	United States	Hoover	Alabama	35244	South	OFF-SU-10000157	Office Supplies	Supplies	Compact Automatic Electric Letter Opener	477.24	4	0	9.5448	467.6952
2741	CA-2020-122707	4/16/2020	4/18/2020	First Class	EB-13750	Edward Becker	Corporate	United States	Hoover	Alabama	35244	South	TEC-AC-10004227	Technology	Accessories	SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card	25.98	2	0	1.5588	24.4212
2742	CA-2019-165015	2/25/2019	2/27/2019	Second Class	BD-11725	Bruce Degenhardt	Consumer	United States	Newark	Ohio	43055	East	OFF-EN-10003134	Office Supplies	Envelopes	Staple envelope	46.72	5	0.2	17.52	29.2
2743	CA-2017-149244	11/4/2017	11/8/2017	Standard Class	MS-17530	MaryBeth Skach	Consumer	United States	San Diego	California	92037	West	FUR-FU-10004671	Furniture	Furnishings	"Executive Impressions 12"" Wall Clock"	35.34	2	0	13.4292	21.9108
2744	CA-2018-140144	6/20/2018	6/25/2018	Second Class	SC-20770	Stewart Carmichael	Corporate	United States	San Francisco	California	94122	West	FUR-FU-10002253	Furniture	Furnishings	"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock"	257.64	6	0	100.4796	157.1604
2745	CA-2018-140144	6/20/2018	6/25/2018	Second Class	SC-20770	Stewart Carmichael	Corporate	United States	San Francisco	California	94122	West	TEC-PH-10002726	Technology	Phones	netTALK DUO VoIP Telephone Service	125.976	3	0.2	47.241	78.735
2746	CA-2020-163321	8/7/2020	8/11/2020	Second Class	FM-14380	Fred McMath	Consumer	United States	Jacksonville	North Carolina	28540	South	TEC-AC-10004571	Technology	Accessories	Logitech G700s Rechargeable Gaming Mouse	79.992	1	0.2	21.9978	57.9942
2747	CA-2017-155887	5/12/2017	5/17/2017	Standard Class	KT-16480	Kean Thornton	Consumer	United States	Franklin	Massachusetts	2038	East	FUR-TA-10002228	Furniture	Tables	"Bevis Traditional Conference Table Top, Plinth Base"	700.056	3	0.3	-130.0104	830.0664
2748	US-2018-165449	11/22/2018	11/26/2018	Standard Class	AP-10720	Anne Pryor	Home Office	United States	Frisco	Texas	75034	Central	TEC-AC-10004127	Technology	Accessories	SanDisk Cruzer 8 GB USB Flash Drive	27.168	4	0.2	-1.3584	28.5264
2749	CA-2018-110247	12/4/2018	12/8/2018	Standard Class	RH-19555	Ritsa Hightower	Consumer	United States	Tallahassee	Florida	32303	South	OFF-BI-10001553	Office Supplies	Binders	SpineVue Locking Slant-D Ring Binders by Cardinal	8.226	3	0.7	-6.0324	14.2584
2750	US-2017-141257	6/8/2017	6/14/2017	Standard Class	CS-11950	Carlos Soltero	Consumer	United States	Seattle	Washington	98115	West	FUR-CH-10002758	Furniture	Chairs	"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back"	585.552	3	0.2	73.194	512.358
2751	CA-2017-154669	8/8/2017	8/11/2017	Second Class	TM-21010	Tamara Manning	Consumer	United States	Vacaville	California	95687	West	OFF-ST-10000532	Office Supplies	Storage	Advantus Rolling Drawer Organizers	423.28	11	0	110.0528	313.2272
2752	CA-2017-158029	5/26/2017	5/30/2017	Standard Class	HF-14995	Herbert Flentye	Consumer	United States	Los Angeles	California	90008	West	FUR-CH-10000988	Furniture	Chairs	Hon Olson Stacker Stools	225.296	2	0.2	22.5296	202.7664
2753	CA-2018-155306	4/17/2018	4/21/2018	Standard Class	GA-14515	George Ashbrook	Consumer	United States	San Francisco	California	94122	West	OFF-AR-10003251	Office Supplies	Art	Prang Drawing Pencil Set	5.56	2	0	2.224	3.336
2754	CA-2018-155306	4/17/2018	4/21/2018	Standard Class	GA-14515	George Ashbrook	Consumer	United States	San Francisco	California	94122	West	TEC-AC-10003174	Technology	Accessories	Plantronics S12 Corded Telephone Headset System	323.37	3	0	129.348	194.022
2755	CA-2018-155306	4/17/2018	4/21/2018	Standard Class	GA-14515	George Ashbrook	Consumer	United States	San Francisco	California	94122	West	TEC-PH-10002310	Technology	Phones	Plantronics Calisto P620-M USB Wireless Speakerphone System	783.96	5	0.2	68.5965	715.3635
2756	CA-2018-155306	4/17/2018	4/21/2018	Standard Class	GA-14515	George Ashbrook	Consumer	United States	San Francisco	California	94122	West	OFF-AP-10002651	Office Supplies	Appliances	Hoover Upright Vacuum With Dirt Cup	1447.65	5	0	419.8185	1027.8315
2757	CA-2018-155306	4/17/2018	4/21/2018	Standard Class	GA-14515	George Ashbrook	Consumer	United States	San Francisco	California	94122	West	OFF-PA-10001184	Office Supplies	Paper	Xerox 1903	11.96	2	0	5.8604	6.0996
2758	CA-2019-127775	6/11/2019	6/13/2019	Second Class	ES-14020	Erica Smith	Consumer	United States	New York City	New York	10035	East	TEC-AC-10002402	Technology	Accessories	Razer Kraken PRO Over Ear PC and Music Headset	239.97	3	0	71.991	167.979
2759	CA-2019-146171	3/11/2019	3/15/2019	Standard Class	JP-16135	Julie Prescott	Home Office	United States	Columbus	Georgia	31907	South	FUR-FU-10004270	Furniture	Furnishings	"Executive Impressions 13"" Clairmont Wall Clock"	76.92	4	0	31.5372	45.3828
2760	CA-2019-146171	3/11/2019	3/15/2019	Standard Class	JP-16135	Julie Prescott	Home Office	United States	Columbus	Georgia	31907	South	OFF-ST-10001526	Office Supplies	Storage	Iceberg Mobile Mega Data/Printer Cart	481.32	4	0	125.1432	356.1768
2761	CA-2017-129574	5/26/2017	5/29/2017	First Class	Dp-13240	Dean percer	Home Office	United States	Murray	Utah	84107	West	OFF-PA-10002893	Office Supplies	Paper	"Wirebound Service Call Books, 5 1/2"" x 4"""	48.4	5	0	23.232	25.168
2762	CA-2020-126536	10/12/2020	10/14/2020	First Class	NK-18490	Neil Knudson	Home Office	United States	San Francisco	California	94110	West	TEC-AC-10003709	Technology	Accessories	Maxell 4.7GB DVD-R 5/Pack	0.99	1	0	0.4356	0.5544
2763	CA-2020-126536	10/12/2020	10/14/2020	First Class	NK-18490	Neil Knudson	Home Office	United States	San Francisco	California	94110	West	OFF-BI-10001191	Office Supplies	Binders	Canvas Sectional Post Binders	101.84	5	0.2	36.917	64.923
2764	CA-2020-165757	6/22/2020	6/28/2020	Standard Class	PL-18925	Paul Lucas	Home Office	United States	Philadelphia	Pennsylvania	19140	East	OFF-BI-10003166	Office Supplies	Binders	GBC Plasticlear Binding Covers	10.332	3	0.7	-7.5768	17.9088
2765	CA-2020-165757	6/22/2020	6/28/2020	Standard Class	PL-18925	Paul Lucas	Home Office	United States	Philadelphia	Pennsylvania	19140	East	OFF-BI-10003982	Office Supplies	Binders	Wilson Jones Century Plastic Molded Ring Binders	31.155	5	0.7	-23.8855	55.0405
2766	CA-2020-165757	6/22/2020	6/28/2020	Standard Class	PL-18925	Paul Lucas	Home Office	United States	Philadelphia	Pennsylvania	19140	East	OFF-ST-10004835	Office Supplies	Storage	Plastic Stacking Crates & Casters	8.928	2	0.2	0.6696	8.2584
2767	CA-2020-167752	1/15/2020	1/18/2020	First Class	RW-19690	Robert Waldorf	Consumer	United States	Philadelphia	Pennsylvania	19134	East	OFF-AP-10000159	Office Supplies	Appliances	Belkin F9M820V08 8 Outlet Surge	34.384	1	0.2	3.8682	30.5158
2768	CA-2020-167752	1/15/2020	1/18/2020	First Class	RW-19690	Robert Waldorf	Consumer	United States	Philadelphia	Pennsylvania	19134	East	OFF-AP-10002945	Office Supplies	Appliances	Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room	1924.16	8	0.2	312.676	1611.484
2769	US-2018-122140	4/2/2018	4/7/2018	Standard Class	MO-17950	Michael Oakman	Consumer	United States	Dallas	Texas	75220	Central	OFF-AP-10001242	Office Supplies	Appliances	APC 7 Outlet Network SurgeArrest Surge Protector	32.192	2	0.8	-80.48	112.672
2770	US-2018-122140	4/2/2018	4/7/2018	Standard Class	MO-17950	Michael Oakman	Consumer	United States	Dallas	Texas	75220	Central	TEC-AC-10003038	Technology	Accessories	Kingston Digital DataTraveler 16GB USB 2.0	50.12	7	0.2	-0.6265	50.7465
2771	US-2018-122140	4/2/2018	4/7/2018	Standard Class	MO-17950	Michael Oakman	Consumer	United States	Dallas	Texas	75220	Central	TEC-AC-10003289	Technology	Accessories	Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard	47.976	3	0.2	1.7991	46.1769
2772	CA-2019-163986	9/3/2019	9/10/2019	Standard Class	JJ-15445	Jennifer Jackson	Consumer	United States	Waukesha	Wisconsin	53186	Central	OFF-ST-10000918	Office Supplies	Storage	Crate-A-Files	54.5	5	0	14.17	40.33
2773	CA-2020-158967	12/10/2020	12/12/2020	First Class	BT-11680	Brian Thompson	Consumer	United States	Fort Lauderdale	Florida	33311	South	FUR-FU-10001940	Furniture	Furnishings	Staple-based wall hangings	19.104	3	0.2	5.7312	13.3728
2774	CA-2019-131576	11/22/2019	11/26/2019	Standard Class	RD-19585	Rob Dowd	Consumer	United States	Detroit	Michigan	48205	Central	OFF-BI-10002852	Office Supplies	Binders	Ibico Standard Transparent Covers	49.44	3	0	24.2256	25.2144
2775	CA-2020-143455	11/11/2020	11/18/2020	Standard Class	ML-17755	Max Ludwig	Home Office	United States	Springfield	Ohio	45503	East	OFF-PA-10004451	Office Supplies	Paper	Xerox 222	10.368	2	0.2	3.6288	6.7392
2776	CA-2019-144729	10/21/2019	10/25/2019	Standard Class	JE-15745	Joel Eaton	Consumer	United States	San Diego	California	92037	West	OFF-ST-10004804	Office Supplies	Storage	"Belkin 19"" Vented Equipment Shelf, Black"	154.44	3	0	1.5444	152.8956
2777	CA-2018-127019	12/21/2018	12/25/2018	Standard Class	ER-13855	Elpida Rittenbach	Corporate	United States	Colorado Springs	Colorado	80906	West	OFF-AP-10003971	Office Supplies	Appliances	Belkin 6 Outlet Metallic Surge Strip	60.984	7	0.2	4.5738	56.4102
2778	CA-2018-138534	7/17/2018	7/19/2018	Second Class	JM-15535	Jessica Myrick	Consumer	United States	Bakersfield	California	93309	West	FUR-BO-10003159	Furniture	Bookcases	"Sauder Camden County Collection Libraries, Planked Cherry Finish"	195.466	2	0.15	-13.7976	209.2636
2779	CA-2020-108322	4/30/2020	5/5/2020	Standard Class	SS-20140	Saphhira Shifley	Corporate	United States	Pompano Beach	Florida	33068	South	FUR-FU-10001935	Furniture	Furnishings	3M Hangers With Command Adhesive	23.68	8	0.2	6.216	17.464
2780	CA-2020-108322	4/30/2020	5/5/2020	Standard Class	SS-20140	Saphhira Shifley	Corporate	United States	Pompano Beach	Florida	33068	South	TEC-AC-10003433	Technology	Accessories	Maxell 4.7GB DVD+R 5/Pack	2.376	3	0.2	0.7425	1.6335
2781	CA-2020-167668	5/6/2020	5/8/2020	First Class	TC-21295	Toby Carlisle	Consumer	United States	New York City	New York	10035	East	OFF-LA-10004544	Office Supplies	Labels	Avery 505	59.2	4	0	29.6	29.6
2782	CA-2020-146724	11/20/2020	11/27/2020	Standard Class	HG-15025	Hunter Glantz	Consumer	United States	Lakeville	Minnesota	55044	Central	OFF-AR-10001026	Office Supplies	Art	"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow"	22	10	0	9.68	12.32
2783	CA-2019-139878	11/11/2019	11/16/2019	Standard Class	LD-17005	Lisa DeCherney	Consumer	United States	Detroit	Michigan	48234	Central	TEC-PH-10001336	Technology	Phones	Digium D40 VoIP phone	257.98	2	0	74.8142	183.1658
2784	US-2019-106677	11/5/2019	11/10/2019	Standard Class	AS-10285	Alejandro Savely	Corporate	United States	Philadelphia	Pennsylvania	19134	East	TEC-PH-10003187	Technology	Phones	Anker Astro Mini 3000mAh Ultra-Compact Portable Charger	23.988	2	0.4	-15.992	39.98
2785	CA-2019-116974	10/9/2019	10/15/2019	Standard Class	MP-17965	Michael Paige	Corporate	United States	Troy	Ohio	45373	East	TEC-PH-10004897	Technology	Phones	Mediabridge Sport Armband iPhone 5s	23.976	4	0.4	-15.5844	39.5604
2786	CA-2018-149972	9/21/2018	9/23/2018	First Class	CD-12790	Cynthia Delaney	Home Office	United States	Los Angeles	California	90036	West	FUR-CH-10004997	Furniture	Chairs	Hon Every-Day Series Multi-Task Chairs	601.536	4	0.2	0	601.536
2787	CA-2018-149972	9/21/2018	9/23/2018	First Class	CD-12790	Cynthia Delaney	Home Office	United States	Los Angeles	California	90036	West	OFF-FA-10002763	Office Supplies	Fasteners	Advantus Map Pennant Flags and Round Head Tacks	7.9	2	0	2.528	5.372
2788	US-2017-117744	12/2/2017	12/6/2017	Standard Class	MD-17860	Michael Dominguez	Corporate	United States	Corpus Christi	Texas	78415	Central	FUR-FU-10001588	Furniture	Furnishings	"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black"	58.36	5	0.6	-24.803	83.163
2789	US-2017-117744	12/2/2017	12/6/2017	Standard Class	MD-17860	Michael Dominguez	Corporate	United States	Corpus Christi	Texas	78415	Central	OFF-AR-10000940	Office Supplies	Art	Newell 343	16.464	7	0.2	1.4406	15.0234
2790	US-2017-117744	12/2/2017	12/6/2017	Standard Class	MD-17860	Michael Dominguez	Corporate	United States	Corpus Christi	Texas	78415	Central	FUR-FU-10002759	Furniture	Furnishings	12-1/2 Diameter Round Wall Clock	39.96	5	0.6	-23.976	63.936
2791	CA-2017-125514	9/21/2017	9/22/2017	First Class	BM-11650	Brian Moss	Corporate	United States	Omaha	Nebraska	68104	Central	OFF-AP-10000358	Office Supplies	Appliances	Fellowes Basic Home/Office Series Surge Protectors	25.96	2	0	7.5284	18.4316
2792	CA-2017-125514	9/21/2017	9/22/2017	First Class	BM-11650	Brian Moss	Corporate	United States	Omaha	Nebraska	68104	Central	OFF-AP-10003281	Office Supplies	Appliances	Acco 6 Outlet Guardian Standard Surge Suppressor	36.27	3	0	10.881	25.389
2793	CA-2017-125514	9/21/2017	9/22/2017	First Class	BM-11650	Brian Moss	Corporate	United States	Omaha	Nebraska	68104	Central	OFF-PA-10000029	Office Supplies	Paper	Xerox 224	6.48	1	0	3.1104	3.3696
2794	CA-2017-154599	4/12/2017	4/17/2017	Standard Class	KN-16450	Kean Nguyen	Corporate	United States	Redondo Beach	California	90278	West	TEC-PH-10001557	Technology	Phones	Pyle PMP37LED	1075.088	14	0.2	94.0702	981.0178
2795	CA-2017-154599	4/12/2017	4/17/2017	Standard Class	KN-16450	Kean Nguyen	Corporate	United States	Redondo Beach	California	90278	West	TEC-PH-10000576	Technology	Phones	AT&T 1080 Corded phone	438.368	4	0.2	38.3572	400.0108
2796	CA-2017-154599	4/12/2017	4/17/2017	Standard Class	KN-16450	Kean Nguyen	Corporate	United States	Redondo Beach	California	90278	West	OFF-BI-10002764	Office Supplies	Binders	Recycled Pressboard Report Cover with Reinforced Top Hinge	18.088	7	0.2	6.5569	11.5311
2797	CA-2017-154599	4/12/2017	4/17/2017	Standard Class	KN-16450	Kean Nguyen	Corporate	United States	Redondo Beach	California	90278	West	FUR-BO-10001337	Furniture	Bookcases	O'Sullivan Living Dimensions 2-Shelf Bookcases	308.499	3	0.15	-18.147	326.646
2798	CA-2020-158743	10/20/2020	10/27/2020	Standard Class	IG-15085	Ivan Gibson	Consumer	United States	Little Rock	Arkansas	72209	South	OFF-AR-10002257	Office Supplies	Art	"Eldon Spacemaker Box, Quick-Snap Lid, Clear"	13.36	4	0	4.1416	9.2184
2799	CA-2020-158743	10/20/2020	10/27/2020	Standard Class	IG-15085	Ivan Gibson	Consumer	United States	Little Rock	Arkansas	72209	South	OFF-PA-10001019	Office Supplies	Paper	Xerox 1884	39.96	2	0	18.7812	21.1788
2800	CA-2020-158743	10/20/2020	10/27/2020	Standard Class	IG-15085	Ivan Gibson	Consumer	United States	Little Rock	Arkansas	72209	South	OFF-BI-10003364	Office Supplies	Binders	Binding Machine Supplies	145.85	5	0	70.008	75.842
2801	CA-2019-153318	10/25/2019	10/28/2019	First Class	JS-15595	Jill Stevenson	Corporate	United States	Miami	Florida	33180	South	TEC-PH-10000984	Technology	Phones	Panasonic KX-TG9471B	783.96	5	0.2	78.396	705.564
2802	US-2018-110163	11/1/2018	11/4/2018	First Class	GA-14725	Guy Armstrong	Consumer	United States	Salem	Oregon	97301	West	OFF-AR-10001683	Office Supplies	Art	Lumber Crayons	7.88	1	0.2	1.773	6.107
2803	CA-2020-143329	11/3/2020	11/8/2020	Standard Class	DL-13330	Denise Leinenbach	Consumer	United States	Las Cruces	New Mexico	88001	West	FUR-FU-10000629	Furniture	Furnishings	9-3/4 Diameter Round Wall Clock	41.37	3	0	17.3754	23.9946
2804	CA-2018-159380	5/12/2018	5/16/2018	Standard Class	CS-12505	Cindy Stewart	Consumer	United States	San Francisco	California	94122	West	OFF-PA-10003893	Office Supplies	Paper	Xerox 1962	12.84	3	0	5.778	7.062
2805	CA-2018-159380	5/12/2018	5/16/2018	Standard Class	CS-12505	Cindy Stewart	Consumer	United States	San Francisco	California	94122	West	OFF-PA-10004239	Office Supplies	Paper	Xerox 1953	25.68	6	0	11.556	14.124
2806	CA-2018-122623	9/7/2018	9/11/2018	Standard Class	CC-12145	Charles Crestani	Consumer	United States	El Paso	Texas	79907	Central	FUR-CH-10000553	Furniture	Chairs	"Metal Folding Chairs, Beige, 4/Carton"	47.516	2	0.3	-2.0364	49.5524
2807	CA-2018-148635	7/25/2018	7/27/2018	Second Class	MH-18025	Michelle Huthwaite	Consumer	United States	Seattle	Washington	98115	West	OFF-FA-10004395	Office Supplies	Fasteners	Plymouth Boxed Rubber Bands by Plymouth	9.42	2	0	0.471	8.949
2808	CA-2018-148635	7/25/2018	7/27/2018	Second Class	MH-18025	Michelle Huthwaite	Consumer	United States	Seattle	Washington	98115	West	OFF-PA-10004782	Office Supplies	Paper	Xerox 228	12.96	2	0	6.2208	6.7392
2809	CA-2018-148635	7/25/2018	7/27/2018	Second Class	MH-18025	Michelle Huthwaite	Consumer	United States	Seattle	Washington	98115	West	FUR-BO-10002213	Furniture	Bookcases	"Sauder Forest Hills Library, Woodland Oak Finish"	704.9	5	0	56.392	648.508
2810	CA-2018-148635	7/25/2018	7/27/2018	Second Class	MH-18025	Michelle Huthwaite	Consumer	United States	Seattle	Washington	98115	West	FUR-CH-10001854	Furniture	Chairs	Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat	561.568	2	0.2	28.0784	533.4896
2811	CA-2018-135685	11/16/2018	11/18/2018	Second Class	MP-18175	Mike Pelletier	Home Office	United States	Milwaukee	Wisconsin	53209	Central	OFF-PA-10000157	Office Supplies	Paper	Xerox 191	179.82	9	0	84.5154	95.3046
2812	CA-2018-135685	11/16/2018	11/18/2018	Second Class	MP-18175	Mike Pelletier	Home Office	United States	Milwaukee	Wisconsin	53209	Central	FUR-FU-10001185	Furniture	Furnishings	"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2"	185.58	6	0	76.0878	109.4922
2813	CA-2018-135685	11/16/2018	11/18/2018	Second Class	MP-18175	Mike Pelletier	Home Office	United States	Milwaukee	Wisconsin	53209	Central	FUR-TA-10001520	Furniture	Tables	"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table"	214.11	3	0	36.3987	177.7113
2814	CA-2018-135685	11/16/2018	11/18/2018	Second Class	MP-18175	Mike Pelletier	Home Office	United States	Milwaukee	Wisconsin	53209	Central	TEC-AC-10004145	Technology	Accessories	Logitech diNovo Edge Keyboard	999.96	4	0	229.9908	769.9692
2815	CA-2018-135685	11/16/2018	11/18/2018	Second Class	MP-18175	Mike Pelletier	Home Office	United States	Milwaukee	Wisconsin	53209	Central	FUR-TA-10000688	Furniture	Tables	"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base"	653.55	3	0	111.1035	542.4465
2816	CA-2018-104626	9/1/2018	9/8/2018	Standard Class	DR-12940	Daniel Raglin	Home Office	United States	Franklin	Massachusetts	2038	East	OFF-BI-10001510	Office Supplies	Binders	Deluxe Heavy-Duty Vinyl Round Ring Binder	114.6	5	0	51.57	63.03
2817	CA-2018-104626	9/1/2018	9/8/2018	Standard Class	DR-12940	Daniel Raglin	Home Office	United States	Franklin	Massachusetts	2038	East	FUR-CH-10003817	Furniture	Chairs	"Global Value Steno Chair, Gray"	60.74	1	0	15.185	45.555
2818	CA-2018-104626	9/1/2018	9/8/2018	Standard Class	DR-12940	Daniel Raglin	Home Office	United States	Franklin	Massachusetts	2038	East	FUR-FU-10000308	Furniture	Furnishings	Deflect-o Glass Clear Studded Chair Mats	124.36	2	0	27.3592	97.0008
2819	CA-2018-104626	9/1/2018	9/8/2018	Standard Class	DR-12940	Daniel Raglin	Home Office	United States	Franklin	Massachusetts	2038	East	OFF-ST-10003208	Office Supplies	Storage	Adjustable Depth Letter/Legal Cart	1088.76	6	0	315.7404	773.0196
2820	CA-2019-160500	5/5/2019	5/8/2019	First Class	DM-13015	Darrin Martin	Consumer	United States	Encinitas	California	92024	West	OFF-BI-10003784	Office Supplies	Binders	Computer Printout Index Tabs	6.72	5	0.2	2.352	4.368
2821	CA-2019-160500	5/5/2019	5/8/2019	First Class	DM-13015	Darrin Martin	Consumer	United States	Encinitas	California	92024	West	FUR-TA-10003748	Furniture	Tables	Bevis 36 x 72 Conference Tables	298.776	3	0.2	7.4694	291.3066
2822	CA-2019-100202	12/31/2019	1/5/2020	Standard Class	BD-11620	Brian DeCherney	Consumer	United States	Anaheim	California	92804	West	TEC-PH-10002563	Technology	Phones	Adtran 1202752G1	302.376	3	0.2	22.6782	279.6978
2823	CA-2020-131016	9/18/2020	9/20/2020	First Class	DC-12850	Dan Campbell	Consumer	United States	Arlington	Texas	76017	Central	OFF-AR-10000122	Office Supplies	Art	Newell 314	8.928	2	0.2	0.558	8.37
2824	CA-2020-131016	9/18/2020	9/20/2020	First Class	DC-12850	Dan Campbell	Consumer	United States	Arlington	Texas	76017	Central	OFF-ST-10000352	Office Supplies	Storage	Acco Perma 2700 Stacking Storage Drawers	47.584	2	0.2	-2.974	50.558
2825	US-2017-112914	9/25/2017	9/30/2017	Standard Class	MT-18070	Michelle Tran	Home Office	United States	Houston	Texas	77041	Central	OFF-PA-10003270	Office Supplies	Paper	Xerox 1954	33.792	8	0.2	10.56	23.232
2826	US-2017-112914	9/25/2017	9/30/2017	Standard Class	MT-18070	Michelle Tran	Home Office	United States	Houston	Texas	77041	Central	FUR-BO-10003272	Furniture	Bookcases	O'Sullivan Living Dimensions 5-Shelf Bookcases	300.5328	2	0.32	-97.2312	397.764
2827	US-2017-112914	9/25/2017	9/30/2017	Standard Class	MT-18070	Michelle Tran	Home Office	United States	Houston	Texas	77041	Central	OFF-BI-10002982	Office Supplies	Binders	Avery Self-Adhesive Photo Pockets for Polaroid Photos	2.724	2	0.8	-4.3584	7.0824
2828	US-2017-112914	9/25/2017	9/30/2017	Standard Class	MT-18070	Michelle Tran	Home Office	United States	Houston	Texas	77041	Central	OFF-EN-10001509	Office Supplies	Envelopes	Poly String Tie Envelopes	3.264	2	0.2	1.1016	2.1624
2829	CA-2019-124149	4/23/2019	4/26/2019	First Class	MJ-17740	Max Jones	Consumer	United States	Lancaster	Ohio	43130	East	OFF-PA-10002421	Office Supplies	Paper	Embossed Ink Jet Note Cards	108.336	6	0.2	37.9176	70.4184
2830	CA-2019-124149	4/23/2019	4/26/2019	First Class	MJ-17740	Max Jones	Consumer	United States	Lancaster	Ohio	43130	East	OFF-ST-10000760	Office Supplies	Storage	Eldon Fold 'N Roll Cart System	55.92	5	0.2	6.291	49.629
2831	CA-2019-124149	4/23/2019	4/26/2019	First Class	MJ-17740	Max Jones	Consumer	United States	Lancaster	Ohio	43130	East	OFF-PA-10002923	Office Supplies	Paper	Xerox 1942	78.304	2	0.2	29.364	48.94
2832	CA-2017-148915	11/1/2017	11/5/2017	Standard Class	ND-18370	Natalie DeCherney	Consumer	United States	Portland	Oregon	97206	West	OFF-ST-10001128	Office Supplies	Storage	"Carina Mini System Audio Rack, Model AR050B"	443.92	5	0.2	-94.333	538.253
